from_field,from_event,Section Header,Field Type,to_event,to_field,to_form,TO_FIELD_TYPE,NOTES,custom,custom_1,custom_2
asq_54_overall_5_explain,asq_54_month_51_mo_0_d_56_mo_30_d,,notes,child_3_arm_4,asq_54_overall_5_explain,asq_54_month_51_mo_0_d_56_mo_30_d,notes,,,,
asq_54_overall_6,asq_54_month_51_mo_0_d_56_mo_30_d,,yesno,child_3_arm_4,asq_54_overall_6,asq_54_month_51_mo_0_d_56_mo_30_d,yesno,,,,
asq_54_overall_6_explain,asq_54_month_51_mo_0_d_56_mo_30_d,,notes,child_3_arm_4,asq_54_overall_6_explain,asq_54_month_51_mo_0_d_56_mo_30_d,notes,,,,
asq_54_overall_7,asq_54_month_51_mo_0_d_56_mo_30_d,,yesno,child_3_arm_4,asq_54_overall_7,asq_54_month_51_mo_0_d_56_mo_30_d,yesno,,,,
asq_54_overall_7_explain,asq_54_month_51_mo_0_d_56_mo_30_d,,notes,child_3_arm_4,asq_54_overall_7_explain,asq_54_month_51_mo_0_d_56_mo_30_d,notes,,,,
asq_54_overall_8,asq_54_month_51_mo_0_d_56_mo_30_d,,yesno,child_3_arm_4,asq_54_overall_8,asq_54_month_51_mo_0_d_56_mo_30_d,yesno,,,,
asq_54_overall_8_explain,asq_54_month_51_mo_0_d_56_mo_30_d,,notes,child_3_arm_4,asq_54_overall_8_explain,asq_54_month_51_mo_0_d_56_mo_30_d,notes,,,,
asq_54_overall_9,asq_54_month_51_mo_0_d_56_mo_30_d,,yesno,child_3_arm_4,asq_54_overall_9,asq_54_month_51_mo_0_d_56_mo_30_d,yesno,,,,
asq_54_overall_9_explain,asq_54_month_51_mo_0_d_56_mo_30_d,,notes,child_3_arm_4,asq_54_overall_9_explain,asq_54_month_51_mo_0_d_56_mo_30_d,notes,,,,
asq_54_overall_10,asq_54_month_51_mo_0_d_56_mo_30_d,,yesno,child_3_arm_4,asq_54_overall_10,asq_54_month_51_mo_0_d_56_mo_30_d,yesno,,,,
asq_54_overall_10_explain,asq_54_month_51_mo_0_d_56_mo_30_d,,notes,child_3_arm_4,asq_54_overall_10_explain,asq_54_month_51_mo_0_d_56_mo_30_d,notes,,,,
asq_60_child,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_child,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_comm1,asq_60_month_57_mo_0_d_66_mo_30_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Communication</span></p></div>",radio,child_3_arm_4,asq_60_comm1,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_comm2,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_comm2,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_comm3,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_comm3,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_comm4,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_comm4,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_comm5,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_comm5,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_comm6,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_comm6,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_comm2_example,asq_60_month_57_mo_0_d_66_mo_30_d,,notes,child_3_arm_4,asq_60_comm2_example,asq_60_month_57_mo_0_d_66_mo_30_d,notes,,,,
asq_60_comm3_example,asq_60_month_57_mo_0_d_66_mo_30_d,,notes,child_3_arm_4,asq_60_comm3_example,asq_60_month_57_mo_0_d_66_mo_30_d,notes,,,,
asq_60_comm4_example,asq_60_month_57_mo_0_d_66_mo_30_d,,notes,child_3_arm_4,asq_60_comm4_example,asq_60_month_57_mo_0_d_66_mo_30_d,notes,,,,
asq_60_comm5_example1,asq_60_month_57_mo_0_d_66_mo_30_d,,notes,child_3_arm_4,asq_60_comm5_example1,asq_60_month_57_mo_0_d_66_mo_30_d,notes,,,,
asq_60_comm5_example2,asq_60_month_57_mo_0_d_66_mo_30_d,,notes,child_3_arm_4,asq_60_comm5_example2,asq_60_month_57_mo_0_d_66_mo_30_d,notes,,,,
asq_60_gm_png,asq_60_month_57_mo_0_d_66_mo_30_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Gross Motor</span></p></div>",descriptive,child_3_arm_4,asq_60_gm_png,asq_60_month_57_mo_0_d_66_mo_30_d,descriptive,,,,
asq_60_gm1,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_gm1,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_gm2,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_gm2,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_gm3,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_gm3,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_gm4,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_gm4,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_gm5,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_gm5,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_gm6,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_gm6,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_fm_png,asq_60_month_57_mo_0_d_66_mo_30_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Fine Motor</span></p></div>",descriptive,child_3_arm_4,asq_60_fm_png,asq_60_month_57_mo_0_d_66_mo_30_d,descriptive,,,,
asq_60_fm1,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_fm1,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_fm2,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_fm2,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_fm3,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_fm3,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_fm4,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_fm4,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_fm5,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_fm5,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_fm6,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_fm6,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_fm2_picture_1,asq_60_month_57_mo_0_d_66_mo_30_d,,file,child_3_arm_4,asq_60_fm2_picture_1,asq_60_month_57_mo_0_d_66_mo_30_d,file,,,,
asq_54_prso_png_1,asq_60_month_57_mo_0_d_66_mo_30_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Problem Solving</span></p></div>",descriptive,child_3_arm_4,asq_54_prso_png_1,asq_60_month_57_mo_0_d_66_mo_30_d,descriptive,,,,
asq_60_prso1,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_prso1,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_prso2,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_prso2,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_prso3,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_prso3,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_prso4,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_prso4,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_prso5,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_prso5,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_prso6,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_prso6,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_prso6a_example,asq_60_month_57_mo_0_d_66_mo_30_d,,text,child_3_arm_4,asq_60_prso6a_example,asq_60_month_57_mo_0_d_66_mo_30_d,text,,,,
asq_60_prso6b_example,asq_60_month_57_mo_0_d_66_mo_30_d,,text,child_3_arm_4,asq_60_prso6b_example,asq_60_month_57_mo_0_d_66_mo_30_d,text,,,,
asq_60_prso6c_example,asq_60_month_57_mo_0_d_66_mo_30_d,,text,child_3_arm_4,asq_60_prso6c_example,asq_60_month_57_mo_0_d_66_mo_30_d,text,,,,
asq_60_prso6d_example,asq_60_month_57_mo_0_d_66_mo_30_d,,text,child_3_arm_4,asq_60_prso6d_example,asq_60_month_57_mo_0_d_66_mo_30_d,text,,,,
asq_60_peso1,asq_60_month_57_mo_0_d_66_mo_30_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Personal-Social</span></p></div>",radio,child_3_arm_4,asq_60_peso1,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_peso2,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_peso2,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_peso6,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_peso6,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_peso4,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_peso4,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_peso5,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_peso5,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_peso3,asq_60_month_57_mo_0_d_66_mo_30_d,,radio,child_3_arm_4,asq_60_peso3,asq_60_month_57_mo_0_d_66_mo_30_d,radio,,,,
asq_60_peso3_choices,asq_60_month_57_mo_0_d_66_mo_30_d,,checkbox,child_3_arm_4,asq_60_peso3_choices,asq_60_month_57_mo_0_d_66_mo_30_d,checkbox,,,,
asq_60_overall_1,asq_60_month_57_mo_0_d_66_mo_30_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Overall</span></p></div>",yesno,child_3_arm_4,asq_60_overall_1,asq_60_month_57_mo_0_d_66_mo_30_d,yesno,,,,
asq_60_overall_1_explain,asq_60_month_57_mo_0_d_66_mo_30_d,,notes,child_3_arm_4,asq_60_overall_1_explain,asq_60_month_57_mo_0_d_66_mo_30_d,notes,,,,
asq_60_overall_2,asq_60_month_57_mo_0_d_66_mo_30_d,,yesno,child_3_arm_4,asq_60_overall_2,asq_60_month_57_mo_0_d_66_mo_30_d,yesno,,,,
asq_60_overall_2_explain,asq_60_month_57_mo_0_d_66_mo_30_d,,notes,child_3_arm_4,asq_60_overall_2_explain,asq_60_month_57_mo_0_d_66_mo_30_d,notes,,,,
asq_60_overall_3,asq_60_month_57_mo_0_d_66_mo_30_d,,yesno,child_3_arm_4,asq_60_overall_3,asq_60_month_57_mo_0_d_66_mo_30_d,yesno,,,,
asq_60_overall_3_explain,asq_60_month_57_mo_0_d_66_mo_30_d,,notes,child_3_arm_4,asq_60_overall_3_explain,asq_60_month_57_mo_0_d_66_mo_30_d,notes,,,,
asq_60_overall_4,asq_60_month_57_mo_0_d_66_mo_30_d,,yesno,child_3_arm_4,asq_60_overall_4,asq_60_month_57_mo_0_d_66_mo_30_d,yesno,,,,
asq_60_overall_4_explain,asq_60_month_57_mo_0_d_66_mo_30_d,,notes,child_3_arm_4,asq_60_overall_4_explain,asq_60_month_57_mo_0_d_66_mo_30_d,notes,,,,
asq_60_overall_5,asq_60_month_57_mo_0_d_66_mo_30_d,,yesno,child_3_arm_4,asq_60_overall_5,asq_60_month_57_mo_0_d_66_mo_30_d,yesno,,,,
asq_60_overall_5_explain,asq_60_month_57_mo_0_d_66_mo_30_d,,notes,child_3_arm_4,asq_60_overall_5_explain,asq_60_month_57_mo_0_d_66_mo_30_d,notes,,,,
asq_60_overall_6,asq_60_month_57_mo_0_d_66_mo_30_d,,yesno,child_3_arm_4,asq_60_overall_6,asq_60_month_57_mo_0_d_66_mo_30_d,yesno,,,,
asq_60_overall_6_explain,asq_60_month_57_mo_0_d_66_mo_30_d,,notes,child_3_arm_4,asq_60_overall_6_explain,asq_60_month_57_mo_0_d_66_mo_30_d,notes,,,,
asq_60_overall_7,asq_60_month_57_mo_0_d_66_mo_30_d,,yesno,child_3_arm_4,asq_60_overall_7,asq_60_month_57_mo_0_d_66_mo_30_d,yesno,,,,
asq_60_overall_7_explain,asq_60_month_57_mo_0_d_66_mo_30_d,,notes,child_3_arm_4,asq_60_overall_7_explain,asq_60_month_57_mo_0_d_66_mo_30_d,notes,,,,
asq_60_overall_8,asq_60_month_57_mo_0_d_66_mo_30_d,,yesno,child_3_arm_4,asq_60_overall_8,asq_60_month_57_mo_0_d_66_mo_30_d,yesno,,,,
asq_60_overall_8_explain,asq_60_month_57_mo_0_d_66_mo_30_d,,notes,child_3_arm_4,asq_60_overall_8_explain,asq_60_month_57_mo_0_d_66_mo_30_d,notes,,,,
asq_60_overall_9,asq_60_month_57_mo_0_d_66_mo_30_d,,yesno,child_3_arm_4,asq_60_overall_9,asq_60_month_57_mo_0_d_66_mo_30_d,yesno,,,,
asq_60_overall_9_explain,asq_60_month_57_mo_0_d_66_mo_30_d,,notes,child_3_arm_4,asq_60_overall_9_explain,asq_60_month_57_mo_0_d_66_mo_30_d,notes,,,,
asq_60_overall_10,asq_60_month_57_mo_0_d_66_mo_30_d,,yesno,child_3_arm_4,asq_60_overall_10,asq_60_month_57_mo_0_d_66_mo_30_d,yesno,,,,
asq_60_overall_10_explain,asq_60_month_57_mo_0_d_66_mo_30_d,,notes,child_3_arm_4,asq_60_overall_10_explain,asq_60_month_57_mo_0_d_66_mo_30_d,notes,,,,
swyc_9_child,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_child,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_milestones1,swyc_9_month_9_mo_0d_11_mo_31_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Developmental Milestones</span></p> <p class=""p1""><span style=""font-weight: normal;"">These questions are about your child's development. Please tell us how much your child is doing each of these things. If your child doesn't do something any more, choose the answer that describes how much he or she used to do it. Please be sure to answer ALL the questions.</span></p></div>",radio,child_3_arm_4,swyc_9_milestones1,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_milestones2,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_milestones2,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_milestones3,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_milestones3,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_milestones4,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_milestones4,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_milestones5,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_milestones5,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_milestones6,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_milestones6,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_milestones7,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_milestones7,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_milestones8,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_milestones8,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_milestones9,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_milestones9,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_milestones10,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_milestones10,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_bpsc1,swyc_9_month_9_mo_0d_11_mo_31_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Baby Pediatric Symptom Checklist (BPSC)</span></p><p class=""p1""><span style=""font-weight: normal;"">These questions are about your child's behavior. Think about what you would expect of other children the same age, and tell us how much each statement applies to your child.</span></p></div>",radio,child_3_arm_4,swyc_9_bpsc1,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_bpsc2,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_bpsc2,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_bpsc3,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_bpsc3,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_bpsc4,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_bpsc4,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_bpsc5,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_bpsc5,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_bpsc6,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_bpsc6,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_bpsc7,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_bpsc7,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_bpsc8,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_bpsc8,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_bpsc9,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_bpsc9,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_bpsc10,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_bpsc10,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_bpsc11,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_bpsc11,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_bpsc12,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_bpsc12,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_concerns1,swyc_9_month_9_mo_0d_11_mo_31_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Parent's Concerns</span></p></div>",radio,child_3_arm_4,swyc_9_concerns1,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_concerns2,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_concerns2,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_family1,swyc_9_month_9_mo_0d_11_mo_31_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Family Questions</span></p> <p class=""p1""><span style=""font-weight: normal;"">Because family members can have a big impact on your child's development, please answer a few questions about your family below:</span></p></div>",radio,child_3_arm_4,swyc_9_family1,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_family2,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_family2,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_family3,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_family3,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_family4,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_family4,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_family5,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_family5,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_family6,swyc_9_month_9_mo_0d_11_mo_31_d,"<div class=""rich-text-field-label""><p></p> <p><span style=""font-weight: normal;"">Over the past two weeks, how often have you been bothered by any of the following problems?</span></p></div>",radio,child_3_arm_4,swyc_9_family6,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_family7,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_family7,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_family8,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_family8,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_family9,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_family9,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_9_family10,swyc_9_month_9_mo_0d_11_mo_31_d,,radio,child_3_arm_4,swyc_9_family10,swyc_9_month_9_mo_0d_11_mo_31_d,radio,,,,
swyc_12_child,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_child,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_milestones1,swyc_12_month_12_mo_0d_14_mo_31_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Developmental Milestones</span></p> <p class=""p1""><span style=""font-weight: normal;"">These questions are about your child's development. Please tell us how much your child is doing each of these things. If your child doesn't do something any more, choose the answer that describes how much he or she used to do it. Please be sure to answer ALL the questions.</span></p></div>",radio,child_3_arm_4,swyc_12_milestones1,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_milestones2,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_milestones2,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_milestones3,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_milestones3,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_milestones4,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_milestones4,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_milestones5,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_milestones5,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_milestones6,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_milestones6,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_milestones7,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_milestones7,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_milestones8,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_milestones8,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_milestones9,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_milestones9,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_milestones10,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_milestones10,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_bpsc1,swyc_12_month_12_mo_0d_14_mo_31_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Baby Pediatric Symptom Checklist (BPSC)</span></p><p class=""p1""><span style=""font-weight: normal;"">These questions are about your child's behavior. Think about what you would expect of other children the same age, and tell us how much each statement applies to your child.</span></p></div>",radio,child_3_arm_4,swyc_12_bpsc1,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_bpsc2,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_bpsc2,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_bpsc3,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_bpsc3,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_bpsc4,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_bpsc4,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_bpsc5,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_bpsc5,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_bpsc6,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_bpsc6,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_bpsc7,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_bpsc7,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_bpsc8,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_bpsc8,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_bpsc9,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_bpsc9,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_bpsc10,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_bpsc10,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_bpsc11,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_bpsc11,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_bpsc12,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_bpsc12,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_concerns1,swyc_12_month_12_mo_0d_14_mo_31_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Parent's Concerns</span></p></div>",radio,child_3_arm_4,swyc_12_concerns1,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_concerns2,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_concerns2,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_family1,swyc_12_month_12_mo_0d_14_mo_31_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Family Questions</span></p> <p class=""p1""><span style=""font-weight: normal;"">Because family members can have a big impact on your child's development, please answer a few questions about your family below:</span></p></div>",radio,child_3_arm_4,swyc_12_family1,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_family2,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_family2,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_family3,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_family3,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
